time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12
Time(s), VOLT 1 [BUS1 16.500], ANGL 1 [BUS1 16.500], VOLT 2 [BUS2 230.00], ANGL 2 [BUS2 230.00], FREQ 1 [BUS1 16.500], FREQ 2 [BUS2 230.00], FREQ 3 [BUS3 230.00], GREFGEN1, VREFGEN1, PELECGEN1, QELECGEN1, PMECHGEN1
146.001, 1.00856, -275.01, 1.00754, -274.954, -0.000226408, -0.000226408, -0.000226408, 0.000888145, 1.11281, 0.00237499, 0.111528, 0.00199852
146.051, 1.00856, -275.255, 1.00754, -275.198, -0.000226975, -0.000226975, -0.000226961, 0.000888145, 1.11281, 0.0023751, 0.111529, 0.00199887
146.102, 1.00856, -275.501, 1.00754, -275.444, -0.000227673, -0.000227673, -0.000227673, 0.000888145, 1.11281, 0.002375, 0.111528, 0.00199923
146.152, 1.00856, -275.747, 1.00754, -275.69, -0.000227684, -0.000227678, -0.000227673, 0.000888145, 1.11281, 0.00237503, 0.111529, 0.00199959
146.202, 1.00856, -275.992, 1.00754, -275.936, -0.000227673, -0.000227681, -0.000227673, 0.000888145, 1.11281, 0.00237494, 0.111528, 0.00199994
146.253, 1.00856, -276.238, 1.00754, -276.182, -0.000227673, -0.000227673, -0.000227673, 0.000888145, 1.11281, 0.00237501, 0.111529, 0.0020003
146.303, 1.00856, -276.484, 1.00754, -276.428, -0.000227673, -0.000227678, -0.000227673, 0.000888145, 1.11281, 0.00237507, 0.111529, 0.00200065
146.353, 1.00856, -276.73, 1.00755, -276.674, -0.000227673, -0.000227613, -0.000227673, 0.000888145, 1.11281, 0.00237495, 0.111529, 0.00200099
146.404, 1.00856, -276.976, 1.00755, -276.92, -0.000227673, -0.000227693, -0.000227673, 0.000888145, 1.11281, 0.00237513, 0.11153, 0.00200134
146.454, 1.00857, -277.222, 1.00755, -277.166, -0.000227674, -0.000227674, -0.000227673, 0.000888145, 1.11281, 0.00237488, 0.111529, 0.00200169
